ISIN,name,ticker,fund_size,expense,replication,structure,strategy,currency,currency_risk,vol_1_year,inception,domicile,provider,YTD,1m_return,3m_return,6m_return,1y_return,3y_return,5y_return,max_return,2022_return,2021_return,2020_return,2019_return,vol_1y,vol_3y,vol_5y,sharpe_1y,sharpe_3y,sharpe_5y,maxdrawdown_1y,maxdrawdown_3y,maxdrawdown_5y,maxdrawdown,description
LU2195226068,Lyxor Net Zero 2050 S&P Eurozone Climate PAB (DR) UCITS ETF - Acc,PABG,1257,0.2, Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 19.62% ,6 July 2020,Luxembourg,Amundi ETF,11.58,-3.87,-2.99,-0.62,16.88,27.12,-,24.92,-12.64,17.04,-,-,19.62,19.2,-,0.86,0.43,-,-10.3,-26.28,-,-26.28," The Lyxor Net Zero 2050 S&P Eurozone Climate PAB (DR) UCITS ETF - Acc seeks to track the S&P Eurozone LargeMidCap Paris-Aligned Climate index. The S&P Eurozone LargeMidCap Paris-Aligned Climate index tracks large- and mid-cap securities from Eurozone countries. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance). In particular, the index focuses on the Paris Agreement on limiting the global temperature increase to 1.5 degrees Celsius. The parent index is the S&P Eurozone LargeMidCap index.      The ETF's TER (total expense ratio) amounts to 0.20% p.a..  The Lyxor Net Zero 2050 S&P Eurozone Climate PAB (DR) UCITS ETF - Acc is the only ETF that tracks the S&P Eurozone LargeMidCap Paris-Aligned Climate index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor Net Zero 2050 S&P Eurozone Climate PAB (DR) UCITS ETF - Acc is a very large ETF with 1,257m GBP assets under management.    The ETF was launched on 6 July 2020  and is domiciled in Luxembourg.  "
LU2195226068,Lyxor Net Zero 2050 S&P Eurozone Climate PAB (DR) UCITS ETF - Acc,PABG,1257,0.2, Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 19.62% ,6 July 2020,Luxembourg,Amundi ETF,11.58,-3.87,-2.99,-0.62,16.88,27.12,-,24.92,-12.64,17.04,-,-,19.62,19.2,-,0.86,0.43,-,-10.3,-26.28,-,-26.28," The Lyxor Net Zero 2050 S&P Eurozone Climate PAB (DR) UCITS ETF - Acc seeks to track the S&P Eurozone LargeMidCap Paris-Aligned Climate index. The S&P Eurozone LargeMidCap Paris-Aligned Climate index tracks large- and mid-cap securities from Eurozone countries. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance). In particular, the index focuses on the Paris Agreement on limiting the global temperature increase to 1.5 degrees Celsius. The parent index is the S&P Eurozone LargeMidCap index.      The ETF's TER (total expense ratio) amounts to 0.20% p.a..  The Lyxor Net Zero 2050 S&P Eurozone Climate PAB (DR) UCITS ETF - Acc is the only ETF that tracks the S&P Eurozone LargeMidCap Paris-Aligned Climate index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor Net Zero 2050 S&P Eurozone Climate PAB (DR) UCITS ETF - Acc is a very large ETF with 1,257m GBP assets under management.    The ETF was launched on 6 July 2020  and is domiciled in Luxembourg.  "
LU2195226068,Lyxor Net Zero 2050 S&P Eurozone Climate PAB (DR) UCITS ETF - Acc,PABG,1257,0.2, Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 19.62% ,6 July 2020,Luxembourg,Amundi ETF,11.58,-3.87,-2.99,-0.62,16.88,27.12,-,24.92,-12.64,17.04,-,-,19.62,19.2,-,0.86,0.43,-,-10.3,-26.28,-,-26.28," The Lyxor Net Zero 2050 S&P Eurozone Climate PAB (DR) UCITS ETF - Acc seeks to track the S&P Eurozone LargeMidCap Paris-Aligned Climate index. The S&P Eurozone LargeMidCap Paris-Aligned Climate index tracks large- and mid-cap securities from Eurozone countries. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance). In particular, the index focuses on the Paris Agreement on limiting the global temperature increase to 1.5 degrees Celsius. The parent index is the S&P Eurozone LargeMidCap index.      The ETF's TER (total expense ratio) amounts to 0.20% p.a..  The Lyxor Net Zero 2050 S&P Eurozone Climate PAB (DR) UCITS ETF - Acc is the only ETF that tracks the S&P Eurozone LargeMidCap Paris-Aligned Climate index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor Net Zero 2050 S&P Eurozone Climate PAB (DR) UCITS ETF - Acc is a very large ETF with 1,257m GBP assets under management.    The ETF was launched on 6 July 2020  and is domiciled in Luxembourg.  "
IE00BK5BQY34,Vanguard FTSE Developed Europe ex UK UCITS ETF (EUR) Accumulating,VERG,272,0.1, Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 15.61% ,23 July 2019,Ireland,Vanguard,6.74,-3.9,-4.39,-1.69,11.32,26.41,-,25.19,-7.9,16.77,8.37,-,15.61,16.42,-,0.72,0.49,-,-9.52,-20.24,-,-27.54, The Vanguard FTSE Developed Europe ex UK UCITS ETF (EUR) Accumulating seeks to track the FTSE Developed Europe ex UK index. The FTSE Developed Europe ex UK index tracks large and mid cap stocks from developed countries in Europe excluding the UK.      The ETF's TER (total expense ratio) amounts to 0.10% p.a..  The Vanguard FTSE Developed Europe ex UK UCITS ETF (EUR) Accumulating is the cheapest ETF that tracks the FTSE Developed Europe ex UK index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Vanguard FTSE Developed Europe ex UK UCITS ETF (EUR) Accumulating has 272m GBP assets under management.    The ETF was launched on 23 July 2019  and is domiciled in Ireland.  
LU2109787635,Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C),SRHE,217,0.18, Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.15% ,10 March 2020,Luxembourg,Amundi ETF,5.51,-4.49,-5.26,-3.67,10.48,23.15,-,43.3,-8.88,13.92,-,-,17.15,17.93,-,0.61,0.4,-,-9.82,-22.19,-,-22.19," The Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C) seeks to track the MSCI EMU SRI Filtered PAB index. The MSCI EMU SRI Filtered PAB index tracks eurozone equity market performance considering only companies with very high Environmental, Social and Governance (ESG) ratings relative to their sector peers, to ensure the inclusion of the best of class companies from an ESG perspective. In addition, EU directives on climate protection are taken into account.      The ETF's TER (total expense ratio) amounts to 0.18% p.a..  The Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C) is the only ETF that tracks the MSCI EMU SRI Filtered PAB index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C) has 217m GBP assets under management.    The ETF was launched on 10 March 2020  and is domiciled in Luxembourg.  "
LU2109787635,Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C),SRHE,217,0.18, Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.15% ,10 March 2020,Luxembourg,Amundi ETF,5.51,-4.49,-5.26,-3.67,10.48,23.15,-,43.3,-8.88,13.92,-,-,17.15,17.93,-,0.61,0.4,-,-9.82,-22.19,-,-22.19," The Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C) seeks to track the MSCI EMU SRI Filtered PAB index. The MSCI EMU SRI Filtered PAB index tracks eurozone equity market performance considering only companies with very high Environmental, Social and Governance (ESG) ratings relative to their sector peers, to ensure the inclusion of the best of class companies from an ESG perspective. In addition, EU directives on climate protection are taken into account.      The ETF's TER (total expense ratio) amounts to 0.18% p.a..  The Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C) is the only ETF that tracks the MSCI EMU SRI Filtered PAB index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C) has 217m GBP assets under management.    The ETF was launched on 10 March 2020  and is domiciled in Luxembourg.  "
LU2109787635,Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C),SRHE,217,0.18, Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.15% ,10 March 2020,Luxembourg,Amundi ETF,5.51,-4.49,-5.26,-3.67,10.48,23.15,-,43.3,-8.88,13.92,-,-,17.15,17.93,-,0.61,0.4,-,-9.82,-22.19,-,-22.19," The Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C) seeks to track the MSCI EMU SRI Filtered PAB index. The MSCI EMU SRI Filtered PAB index tracks eurozone equity market performance considering only companies with very high Environmental, Social and Governance (ESG) ratings relative to their sector peers, to ensure the inclusion of the best of class companies from an ESG perspective. In addition, EU directives on climate protection are taken into account.      The ETF's TER (total expense ratio) amounts to 0.18% p.a..  The Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C) is the only ETF that tracks the MSCI EMU SRI Filtered PAB index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C) has 217m GBP assets under management.    The ETF was launched on 10 March 2020  and is domiciled in Luxembourg.  "
FR0011871136,Lyxor PEA S&P 500 UCITS ETF - Couverte en EUR - Capi,PSPH,60,0.15, Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency hedged, 19.04% ,26 November 2018,France,Amundi ETF,9.24,-4.5,2.8,6.17,2.41,20.37,-,53.73,-16.29,18.78,23.62,20.91,19.04,18.69,-,0.13,0.34,-,-13.94,-23.82,-,-26.77, The Lyxor PEA S&P 500 UCITS ETF - Couverte en EUR - Capi seeks to track the S&P 500® (EUR Hedged) index. The S&P 500® (EUR Hedged) index tracks the largest US stocks. Currency hedged to Euro (EUR).      The ETF's TER (total expense ratio) amounts to 0.15% p.a..  The Lyxor PEA S&P 500 UCITS ETF - Couverte en EUR - Capi is the only ETF that tracks the S&P 500® (EUR Hedged) index.   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor PEA S&P 500 UCITS ETF - Couverte en EUR - Capi is a small ETF with 60m GBP assets under management.    The ETF was launched on 26 November 2018  and is domiciled in France.  
LU2182388582,Amundi MSCI EMU Climate Net Zero Ambition PAB UCITS ETF Acc,PABZ,62,0.18, Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 16.66% ,25 June 2020,Luxembourg,Amundi ETF,6.06,-6.02,-7.16,-4.54,8.18,20.3,-,19.93,-9.93,14.17,-,-,16.66,17.63,-,0.49,0.36,-,-9.89,-22.44,-,-22.44, The Amundi MSCI EMU Climate Net Zero Ambition PAB UCITS ETF Acc seeks to track the MSCI EMU Climate Paris Aligned Filtered index. The EURO iSTOXX® Ambition Climat PAB index tracks companies from Eurozone countries. Securities are selected according to sustainability criteria and EU directives on climate protection. The parent index is the MSCI EMU.      The ETF's TER (total expense ratio) amounts to 0.18% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi MSCI EMU Climate Net Zero Ambition PAB UCITS ETF Acc is a small ETF with 62m GBP assets under management.    The ETF was launched on 25 June 2020  and is domiciled in Luxembourg.  
FR0013412293,Amundi ETF PEA S&P 500 UCITS ETF EUR Hedged,P500H,108,0.28, Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency hedged, 19.20% ,15 May 2019,France,Amundi ETF,9.09,-4.5,2.81,6.11,2.26,19.82,-,43.72,-16.46,18.72,23.43,-,19.2,18.85,-,0.12,0.33,-,-13.91,-23.95,-,-26.74, The Amundi ETF PEA S&P 500 UCITS ETF EUR Hedged seeks to track the S&P 500® (EUR Hedged) index. The S&P 500® (EUR Hedged) index tracks the largest US stocks. Currency hedged to Euro (EUR).      The ETF's TER (total expense ratio) amounts to 0.28% p.a..  The Amundi ETF PEA S&P 500 UCITS ETF EUR Hedged is the only ETF that tracks the S&P 500® (EUR Hedged) index.   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi ETF PEA S&P 500 UCITS ETF EUR Hedged has 108m GBP assets under management.    The ETF was launched on 15 May 2019  and is domiciled in France.  
FR0013411980,Amundi ETF PEA Japan Topix UCITS ETF,PTPXE,29,0.2, Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 16.76% ,15 May 2019,France,Amundi ETF,2.01,-3.45,-4.25,-0.35,-0.2,9.98,-,14.75,-4.84,0.99,8.93,-,16.76,16.48,-,-0.01,0.2,-,-9.13,-20.37,-,-22.43, The Amundi ETF PEA Japan Topix UCITS ETF seeks to track the TOPIX® index. The TOPIX® index tracks a broad selection of Japanese stocks listed on the TSE First Section segment of Tokyo Stock Exchange.      The ETF's TER (total expense ratio) amounts to 0.20% p.a..  The Amundi ETF PEA Japan Topix UCITS ETF is the cheapest ETF that tracks the TOPIX® index.   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi ETF PEA Japan Topix UCITS ETF is a small ETF with 29m GBP assets under management.    The ETF was launched on 15 May 2019  and is domiciled in France.  
FR0013412020,Amundi ETF PEA MSCI Emerging Markets UCITS ETF,PAEEM,333,0.2, Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 16.46% ,15 May 2019,France,Amundi ETF,-3.49,-4.61,-3.16,-6.38,-8.92,-3.32,-,-0.75,-10.29,-2.41,14.04,-,16.46,16.12,-,-0.54,-0.07,-,-13.83,-27.05,-,-27.05, The Amundi ETF PEA MSCI Emerging Markets UCITS ETF seeks to track the MSCI Emerging Markets index. The MSCI Emerging Markets index tracks stocks from emerging markets worldwide.      The ETF's TER (total expense ratio) amounts to 0.20% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi ETF PEA MSCI Emerging Markets UCITS ETF has 333m GBP assets under management.    The ETF was launched on 15 May 2019  and is domiciled in France.  
FR0013412012,Amundi ETF PEA MSCI Emerging Asia UCITS ETF,PAASI,448,0.2, Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 19.01% ,15 May 2019,France,Amundi ETF,-4.69,-4.74,-4.07,-8.15,-10.16,-8.1,-,2.31,-11.49,-4.94,23.86,-,19.01,18.2,-,-0.53,-0.15,-,-17.5,-33.78,-,-33.78, The Amundi ETF PEA MSCI Emerging Asia UCITS ETF seeks to track the MSCI Emerging Markets Asia index. The MSCI Emerging Markets Asia index tracks large and mid cap companies from Asian emerging markets.      The ETF's TER (total expense ratio) amounts to 0.20% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi ETF PEA MSCI Emerging Asia UCITS ETF is a large ETF with 448m GBP assets under management.    The ETF was launched on 15 May 2019  and is domiciled in France.  
FR0013346681,Lyxor PEA Obligations d'État Euro UCITS ETF - Acc,OBLI,16,0.4, Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 9.92% ,17 December 2018,France,Amundi ETF,-3.12,-3.12,-2.36,-2.99,-7.34,-24.29,-,-17.04,-14.37,-10.65,10.8,0.22,9.92,8.89,-,-0.74,-1,-,-8.17,-28.03,-,-28.03, The Lyxor PEA Obligations d'État Euro UCITS ETF - Acc seeks to track the MTS Mid Price InvG Ex-CNO Etrix All Maturity (EUR) index. The MTS Mid Price InvG Ex-CNO Etrix All Maturity (EUR) index tracks eurozone’s largest and most widely traded outstanding sovereign debt securities. Rating: Investment Grade.      The ETF's TER (total expense ratio) amounts to 0.40% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.     The interest income (coupons) in the ETF  is accumulated and reinvested in the ETF.           The Lyxor PEA Obligations d'État Euro UCITS ETF - Acc is a very small ETF with 16m GBP assets under management.    The ETF was launched on 17 December 2018  and is domiciled in France.  
